pdb_id,cluster_v2_id,Within_PDB_rank,Without_O_rel_score,Without_O_rel_rank
6E3S,6E3S_V2C056,28,59.7346376330436,11
6E3S,6E3S_V2C011,21,59.4791178405836,12
6E3S,6E3S_V2C013,9,58.8388223532044,13
6E3S,6E3S_V2C075,33,56.5948589906334,14
6E3S,6E3S_V2C044,40,56.1226528546641,15
6E3S,6E3S_V2C008,19,54.772542665145,16
6E3S,6E3S_V2C012,11,54.7079116344432,17
6E3S,6E3S_V2C010,18,54.222668915145,18
6E3S,6E3S_V2C025,34,53.4453516870301,19
6E3S,6E3S_V2C015,12,51.9773343515037,20
6E3S,6E3S_V2C014,25,51.5549445730397,21
6E3S,6E3S_V2C048,14,51.294865735768,22
6E3S,6E3S_V2C027,13,50.2035974107143,23
6E3S,6E3S_V2C077,53,49.4775343678877,24
6E3S,6E3S_V2C024,17,49.3305193843985,25
6E3S,6E3S_V2C016,16,48.8208995878088,26
6E3S,6E3S_V2C029,22,48.2509116541353,27
6E3S,6E3S_V2C032,20,47.3917078410312,28
6E3S,6E3S_V2C026,46,46.8903590225564,29
6E3S,6E3S_V2C022,52,46.1509362922932,30
6E3S,6E3S_V2C050,15,42.8619585949764,31
6E3S,6E3S_V2C019,23,42.608616429914,32
6E3S,6E3S_V2C017,24,40.3279056015038,33
6E3S,6E3S_V2C028,54,40.3122859304511,34
6E3S,6E3S_V2C030,27,39.2463973449248,35
6E3S,6E3S_V2C023,56,37.7151146278195,36
6E3S,6E3S_V2C020,31,37.3284307988722,37
6E3S,6E3S_V2C021,45,36.7296795159774,38
6E3S,6E3S_V2C067,29,31.6885932103611,39
6E3S,6E3S_V2C059,30,30.5831484988226,40
6E3S,6E3S_V2C035,58,30.4114970565149,41
6E3S,6E3S_V2C063,62,30.2158167680534,42
6E3S,6E3S_V2C071,79,29.9063359988226,43
6E3S,6E3S_V2C061,59,29.5886436911303,44
6E3S,6E3S_V2C072,67,29.2308023449765,45
6E3S,6E3S_V2C065,72,28.8778408065149,46
6E3S,6E3S_V2C057,47,28.7914682103611,47
6E3S,6E3S_V2C031,39,28.7484922488226,48
6E3S,6E3S_V2C055,80,28.7276268642072,49
6E3S,6E3S_V2C073,32,28.6127662872842,50
6E3S,6E3S_V2C058,57,28.5698408065149,51
6E3S,6E3S_V2C054,68,28.5629249411303,52
6E3S,6E3S_V2C069,70,28.541201383438,53
6E3S,6E3S_V2C078,73,28.5253672488226,54
6E3S,6E3S_V2C066,37,28.4916292680534,55
6E3S,6E3S_V2C081,74,28.4898960949764,56
6E3S,6E3S_V2C045,76,28.4846292680534,57
6E3S,6E3S_V2C041,43,28.4415186911303,58
6E3S,6E3S_V2C060,64,28.4401220565149,59
6E3S,6E3S_V2C076,65,28.4399537872842,60
6E3S,6E3S_V2C080,66,28.4264754218995,61
6E3S,6E3S_V2C034,36,28.3603792680534,62
6E3S,6E3S_V2C042,48,28.3470018642072,63
6E3S,6E3S_V2C079,75,28.3464129218995,64
6E3S,6E3S_V2C033,35,28.3414321526688,65
6E3S,6E3S_V2C070,44,28.3382686911303,66
6E3S,6E3S_V2C064,61,28.3352566718995,67
6E3S,6E3S_V2C043,69,28.3257494603611,68
6E3S,6E3S_V2C039,42,28.3205667680534,69
6E3S,6E3S_V2C049,38,28.3107566718995,70
6E3S,6E3S_V2C038,49,28.3009129218995,71
6E3S,6E3S_V2C037,50,28.2906316718995,72
6E3S,6E3S_V2C062,51,28.2885283065149,73
6E3S,6E3S_V2C053,81,28.2860884026688,74
6E3S,6E3S_V2C068,71,28.2822182103611,75
6E3S,6E3S_V2C051,78,28.2792398449764,76
6E3S,6E3S_V2C040,77,28.2783984988226,77
6E3S,6E3S_V2C046,60,28.2777254218995,78
6E3S,6E3S_V2C047,55,28.2774730180534,79
