pdb_id,cluster_v2_id,Within_PDB_rank,Without_O_rel_score,Without_O_rel_rank
6E3S,6E3S_V2C052,63,28.277388883438,80
6E3S,6E3S_V2C036,41,28.276295133438,81
6R3K,6R3K_V2C003,4,82.6325373684211,1
6R3K,6R3K_V2C004,5,80.9993744463431,2
6R3K,6R3K_V2C001,6,79.0651269822283,3
6R3K,6R3K_V2C002,1,78.6597981694621,4
6R3K,6R3K_V2C005,2,78.3824361432599,5
6R3K,6R3K_V2C010,3,70.3509916235269,6
6R3K,6R3K_V2C006,8,58.8647978844432,7
6R3K,6R3K_V2C009,7,51.7798803021978,8
6R3K,6R3K_V2C007,11,45.0104725093985,9
6R3K,6R3K_V2C011,9,44.9244042588614,10
6R3K,6R3K_V2C008,10,38.231017575188,11
6R3K,6R3K_V2C026,15,29.6132109988226,12
6R3K,6R3K_V2C012,16,29.4239922488226,13
6R3K,6R3K_V2C021,12,29.2072278257457,14
6R3K,6R3K_V2C025,25,29.0065667680534,15
6R3K,6R3K_V2C017,20,28.9803672488226,16
6R3K,6R3K_V2C024,17,28.7196677295918,17
6R3K,6R3K_V2C016,14,28.3495427295918,18
6R3K,6R3K_V2C020,13,28.3204994603611,19
6R3K,6R3K_V2C015,18,28.3178744603611,20
6R3K,6R3K_V2C018,24,28.3173864795918,21
6R3K,6R3K_V2C023,21,28.2922134026688,22
6R3K,6R3K_V2C022,19,28.2777254218995,23
6R3K,6R3K_V2C019,23,28.2763792680534,24
6R3K,6R3K_V2C013,22,28.276295133438,25.5
6R3K,6R3K_V2C014,26,28.276295133438,25.5
6WKQ,6WKQ_V2C002,1,75.3805986224302,1
6WKQ,6WKQ_V2C001,3,73.1488942986838,2
6WKQ,6WKQ_V2C004,7,72.0774699300699,3
6WKQ,6WKQ_V2C005,8,71.3874762406015,4
6WKQ,6WKQ_V2C003,5,70.3627631105736,5
6WKQ,6WKQ_V2C011,6,68.0293897851772,6
6WKQ,6WKQ_V2C009,4,61.3818792588614,7
6WKQ,6WKQ_V2C010,2,61.1208792588614,8
6WKQ,6WKQ_V2C014,13,60.8941471535983,9
6WKQ,6WKQ_V2C007,10,59.0886934693877,10
6WKQ,6WKQ_V2C008,14,58.7590661009667,11
6WKQ,6WKQ_V2C018,12,56.8338131041891,12
6WKQ,6WKQ_V2C013,16,55.0092113641246,13
6WKQ,6WKQ_V2C006,15,54.3901934693877,14
6WKQ,6WKQ_V2C012,11,52.8454798378088,15
6WKQ,6WKQ_V2C016,17,46.4640762620838,16
6WKQ,6WKQ_V2C015,9,43.7430099462943,17
6WKQ,6WKQ_V2C022,19,40.3454878410312,18
6WKQ,6WKQ_V2C024,20,39.3368467883996,19
6WKQ,6WKQ_V2C019,21,39.1682846831364,20
6WKQ,6WKQ_V2C023,22,37.5735762620838,21
6WKQ,6WKQ_V2C020,18,37.3033133673469,22
6WKQ,6WKQ_V2C025,25,36.2481320515575,23
6WKQ,6WKQ_V2C017,23,35.4062025778733,24
6WKQ,6WKQ_V2C021,24,35.2440762620838,25
7BEA,7BEA_V2C003,1,77.8847243284831,1
7BEA,7BEA_V2C001,2,67.0192254261246,2
7BEA,7BEA_V2C002,3,61.0626881536384,3
7BEA,7BEA_V2C004,8,50.8851632988722,4
7BEA,7BEA_V2C007,7,50.5214338580827,5
7BEA,7BEA_V2C006,9,49.4562471804511,6
7BEA,7BEA_V2C005,11,41.9852116217898,7
7BEA,7BEA_V2C009,4,39.6879682103611,8
7BEA,7BEA_V2C012,5,29.4004850372841,9
7BEA,7BEA_V2C013,6,28.8033143642072,10
7BEA,7BEA_V2C015,10,28.5863984988226,11
7BEA,7BEA_V2C011,17,28.4278215757457,12
7BEA,7BEA_V2C010,16,28.4257182103611,13
7BEA,7BEA_V2C016,12,28.315013883438,14
7BEA,7BEA_V2C014,15,28.3087206142072,15
7BEA,7BEA_V2C008,13,28.2912542680534,16
7BEA,7BEA_V2C017,14,28.2789874411303,17
7JRA,7JRA_V2C006,1,81.0662063447039,1
7JRA,7JRA_V2C004,3,73.0419532372389,2
7JRA,7JRA_V2C007,2,72.9802444247127,3
7JRA,7JRA_V2C003,5,69.1855175347835,4
7JRA,7JRA_V2C001,8,67.824168576724,5
7JRA,7JRA_V2C005,4,66.5460472742326,6
7JRA,7JRA_V2C009,9,65.6729939619825,7
7JRA,7JRA_V2C042,10,65.5450819255932,8
7JRA,7JRA_V2C002,6,65.4294759184074,9
7JRA,7JRA_V2C023,7,60.605192634982,10
7JRA,7JRA_V2C008,11,57.1532882988722,11
7JRA,7JRA_V2C035,13,57.0106552094522,12
7JRA,7JRA_V2C010,14,51.1449609962406,13
7JRA,7JRA_V2C024,17,49.974865735768,14
7JRA,7JRA_V2C039,12,49.9306552094522,15
7JRA,7JRA_V2C015,18,47.5315104726101,16
7JRA,7JRA_V2C013,22,31.7752686911303,17
7JRA,7JRA_V2C011,28,29.6692614795918,18
7JRA,7JRA_V2C028,20,29.099013883438,19
7JRA,7JRA_V2C021,15,29.0410956142072,20
7JRA,7JRA_V2C033,36,28.9777590757457,21
7JRA,7JRA_V2C018,41,28.8622759026687,22
7JRA,7JRA_V2C012,42,28.7904754218995,23
7JRA,7JRA_V2C029,24,28.7286869603611,24
7JRA,7JRA_V2C019,34,28.7284177295918,25
7JRA,7JRA_V2C036,35,28.6882518642072,26
7JRA,7JRA_V2C026,37,28.6816893642072,27
7JRA,7JRA_V2C027,30,28.6684297488226,28
7JRA,7JRA_V2C034,19,28.5354129218995,29
7JRA,7JRA_V2C041,21,28.4905186911303,30
7JRA,7JRA_V2C020,40,28.4559561911303,31
7JRA,7JRA_V2C031,27,28.4453047488226,32
7JRA,7JRA_V2C014,38,28.4324994603611,33
7JRA,7JRA_V2C037,25,28.4253143642072,34
7JRA,7JRA_V2C017,39,28.4163624411303,35
7JRA,7JRA_V2C022,26,28.4054922488226,36
7JRA,7JRA_V2C025,29,28.4028167680534,37
7JRA,7JRA_V2C016,16,28.3275331142072,38
7JRA,7JRA_V2C032,23,28.322451383438,39
7JRA,7JRA_V2C040,32,28.2967903257457,40
7JRA,7JRA_V2C030,33,28.2888143642072,41
7JRA,7JRA_V2C038,31,28.2843215757457,42
7O2I,7O2I_V2C001,1,79.8660521733905,1
7O2I,7O2I_V2C003,2,75.0057964817138,2
7O2I,7O2I_V2C004,8,70.2307348656982,3
7O2I,7O2I_V2C005,3,69.7604511278196,4
7O2I,7O2I_V2C002,4,65.3269350010891,5
7O2I,7O2I_V2C009,5,60.4514429041353,6
7O2I,7O2I_V2C011,13,56.1606715225564,7
7O2I,7O2I_V2C048,6,55.6622341568206,8
7O2I,7O2I_V2C008,19,55.1307356672932,9
7O2I,7O2I_V2C014,11,54.8988047462406,10
7O2I,7O2I_V2C016,20,54.336951950188,11
7O2I,7O2I_V2C013,23,52.3191114896616,12
7O2I,7O2I_V2C007,12,51.7505218515038,13
7O2I,7O2I_V2C010,10,51.245686325188,14
7O2I,7O2I_V2C012,22,50.6012764714139,15
7O2I,7O2I_V2C015,7,50.3131345159775,16
7O2I,7O2I_V2C006,9,48.0242537593985,17
7O2I,7O2I_V2C018,24,46.3634183673469,18
7O2I,7O2I_V2C047,26,30.7587206142072,19
7O2I,7O2I_V2C020,28,30.3487999411303,20
7O2I,7O2I_V2C036,14,30.1482734988226,21
7O2I,7O2I_V2C037,15,29.2291533065149,22
7O2I,7O2I_V2C035,33,29.0776773449765,23
7O2I,7O2I_V2C019,30,28.9499946526688,24
7O2I,7O2I_V2C025,27,28.7515884026687,25
7O2I,7O2I_V2C043,29,28.7331124411303,26
7O2I,7O2I_V2C042,39,28.7148720565149,27
7O2I,7O2I_V2C023,34,28.5623864795918,28
7O2I,7O2I_V2C029,38,28.5618480180534,29
7O2I,7O2I_V2C030,36,28.5563456142072,30
7O2I,7O2I_V2C028,31,28.5303480180534,31
7O2I,7O2I_V2C027,16,28.4629057103611,32
7O2I,7O2I_V2C031,41,28.4092109988226,33
7O2I,7O2I_V2C026,40,28.4028167680534,34
7O2I,7O2I_V2C017,17,28.390482633438,35
7O2I,7O2I_V2C022,37,28.3789730180534,36
7O2I,7O2I_V2C044,32,28.3179417680534,37
7O2I,7O2I_V2C040,43,28.3105715757457,38
7O2I,7O2I_V2C032,25,28.3100331142072,39
7O2I,7O2I_V2C039,45,28.3097470565149,40
7O2I,7O2I_V2C038,48,28.2990283065149,41
7O2I,7O2I_V2C045,47,28.2932734988226,42
7O2I,7O2I_V2C046,46,28.2914561911303,43
7O2I,7O2I_V2C033,44,28.2801653257457,44
7O2I,7O2I_V2C021,18,28.2773047488226,45
7O2I,7O2I_V2C034,21,28.2768840757457,46
7O2I,7O2I_V2C024,35,28.2765475372842,47.5
7O2I,7O2I_V2C041,42,28.2765475372842,47.5
8EA7,8EA7_V2C003,1,80.7102965488255,1
8EA7,8EA7_V2C007,2,66.1481483583699,2
8EA7,8EA7_V2C001,4,63.9675408924565,3
8EA7,8EA7_V2C002,3,60.9197119007246,4
8EA7,8EA7_V2C004,5,60.2231136913681,5
8EA7,8EA7_V2C005,7,53.0395481672932,6
8EA7,8EA7_V2C008,8,52.7418779370301,7
8EA7,8EA7_V2C021,11,48.2399973147154,8
8EA7,8EA7_V2C006,10,48.2179437265038,9
8EA7,8EA7_V2C012,6,33.7123335949764,10
8EA7,8EA7_V2C014,12,31.9698047488226,11
8EA7,8EA7_V2C016,9,29.2684273449764,12
8EA7,8EA7_V2C010,17,29.2072614795918,13
8EA7,8EA7_V2C013,13,29.0835331142072,14
8EA7,8EA7_V2C011,14,28.7027230180534,15
8EA7,8EA7_V2C009,21,28.5770259026688,16
8EA7,8EA7_V2C015,18,28.4625186911303,17
8EA7,8EA7_V2C017,16,28.3826412872841,18
8EA7,8EA7_V2C020,20,28.361607633438,19
8EA7,8EA7_V2C019,19,28.2778936911303,20
8EA7,8EA7_V2C018,15,28.2770523449765,21
8P1O,8P1O_V2C001,1,71.3434316886121,1
8P1O,8P1O_V2C003,2,65.1881432590522,2
8P1O,8P1O_V2C006,4,51.4874973147154,3
8P1O,8P1O_V2C004,6,47.0523191499525,4
8P1O,8P1O_V2C005,5,46.8303409304511,5
8P1O,8P1O_V2C002,7,44.4489511278196,6
8P1O,8P1O_V2C013,9,29.1179778257457,7
8P1O,8P1O_V2C010,10,28.9976316718995,8
8P1O,8P1O_V2C009,13,28.7203408065149,9
8P1O,8P1O_V2C016,17,28.5714225372842,10
8P1O,8P1O_V2C007,11,28.5148672488226,11
8P1O,8P1O_V2C014,14,28.3562398449765,12
8P1O,8P1O_V2C008,16,28.2844057103611,13
8P1O,8P1O_V2C017,15,28.2822182103611,14
8P1O,8P1O_V2C012,3,28.2802494603611,15
8P1O,8P1O_V2C011,8,28.2764634026688,16
8P1O,8P1O_V2C015,12,28.276295133438,17
8SE5,8SE5_V2C003,1,79.8367007606924,1
8SE5,8SE5_V2C004,4,63.3289118712584,2
8SE5,8SE5_V2C002,2,63.0705697659171,3
8SE5,8SE5_V2C001,5,61.9075830701253,4
8SE5,8SE5_V2C007,3,52.4120872667042,5
8SE5,8SE5_V2C005,6,47.6415942199248,6
8SE5,8SE5_V2C006,13,44.5887710291353,7
8SE5,8SE5_V2C024,15,42.3081552094522,8
8SE5,8SE5_V2C021,7,32.5266412872841,9
8SE5,8SE5_V2C013,16,29.1384393642072,10
8SE5,8SE5_V2C009,8,28.9840691718995,11
8SE5,8SE5_V2C010,22,28.9199754218995,12
8SE5,8SE5_V2C020,21,28.8989249411303,13
8SE5,8SE5_V2C018,19,28.6344393642072,14
8SE5,8SE5_V2C016,9,28.6170908065149,15
8SE5,8SE5_V2C015,20,28.6091989795918,16
8SE5,8SE5_V2C012,12,28.5848504218995,17
8SE5,8SE5_V2C023,23,28.5268984988226,18
8SE5,8SE5_V2C014,14,28.330107633438,19
8SE5,8SE5_V2C008,11,28.3003071526688,20
8SE5,8SE5_V2C022,24,28.2985066718995,21
8SE5,8SE5_V2C019,10,28.280670133438,22
8SE5,8SE5_V2C017,18,28.2776412872841,23
8SE5,8SE5_V2C011,17,28.277388883438,24
